Total commits,Total commits per day,Accumulated commits,Committers,Committers Weight,suma,classes,ncloc,functions,duplicated_lines,test_errors,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,directories,file_complexity,violations,duplicated_blocks,duplicated_files,lines,public_api,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,,%Toxicos
9,9,1829,2,44.4444444444444,1893.44444444444,402,19568,2223,0,0,0,96.7,3481,2700,12.1,0,621,0,5.7,36,0,0,26498,0,13042,0,28,3,5,0,9843,97.9,2084,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1687,48900,4,1,131743.4,2
3,1.5,1820,1,100,1925.5,398,19491,2218,0,0,0,96.6,3474,2683,12.1,0,615,0,5.8,36,0,0,26377,0,12985,0,28,3,5,0,9799,97.8,2080,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1686,46590,4,1,129090.3,1
67,1.97058823529412,1817,4,3.77062058130401,1893.7412088166,1087,56159,6385,0,0,0,289.3,10063,7409,35.1,0,1750,0,17.5,114,0,0,75322,0,36763,0,90,9,15,0,27719,293.2,6123,271.8,747,3,9,114,0,0,0,0.0110220563219151,114,0,0,0,0,3,0,3,4909,400860,12,3,636691.911022056,2
6,2,1750,2,44.4444444444444,1804.44444444444,360,18559,2104,0,0,0,96.4,3322,2409,11.5,0,582,0,5.8,38,0,0,24840,0,12104,0,30,3,5,0,9116,97.7,2022,90.5,249,1,3,38,0,0,0,0.0246293286045022,38,0,0,0,0,1,0,1,1620,203010,4,1,280761.924629329,1
11,5.5,1744,2,46.2809917355372,1808.78099173554,360,18508,2098,0,0,0,96.3,3314,2393,11.4,0,582,0,5.8,38,0,0,24766,0,12074,0,30,3,5,0,9128,97.6,2020,90.4,249,1,3,38,0,0,0,0.0253408342202625,38,0,0,0,0,1,0,1,1617,197310,4,1,274883.525340834,3
14,7,1733,2,48.9795918367347,1804.97959183673,1080,55472,6290,0,0,0,288.9,9935,7143,34.2,0,1746,0,17.4,114,0,0,74245,0,36239,0,90,9,15,0,27416,292.8,6055,271.2,744,3,9,114,0,0,0,0.0765290266558133,114,0,0,0,0,3,0,3,4848,576240,12,3,808846.576529027,2
0,0,1719,0,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1719,0,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2,1719,3,14.4230769230769,1754.42307692308,646,35835,4243,0,0,0,192.5,6668,4175,20.8,0,774,0,17.8,39,0,0,46623,0,23134,0,31,3,5,0,17775,195.2,4014,180.8,253,2,6,39,0,0,0,0.0485036119711042,39,0,0,0,0,2,0,2,3230,166440,8,2,314595.148503612,1
5,0.833333333333333,1703,2,48,1758.83333333333,315,17459,2097,0,0,0,96.2,3289,2003,10.3,0,368,0,9.2,1,0,0,22685,0,11328,0,1,0,0,0,8711,97.5,1981,90.3,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1603,61770,4,1,133934.5,3
16,4,1698,2,30.46875,1750.46875,1258,69469,8380,0,0,0,384.4,13121,7874,40.7,0,1405,0,38.6,7,0,0,90052,0,45010,0,7,0,0,0,34678,389.6,7912,360.9,46,4,12,7,0,0,0,0.0340974280446829,7,0,0,0,0,4,0,4,6396,195420,16,4,482307.234097428,2
0,0,1682,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1682,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1682,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,5.5,1682,2,39.6694214876033,1740.1694214876,313,17184,2090,0,0,0,96.1,3273,1936,10.1,0,346,0,9.8,1,0,0,22266,0,11180,0,1,0,0,0,8628,97.4,1975,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1596,37530,4,1,108642.6,2
11,11,1671,1,100,1794,939,51556,6270,0,0,0,288.3,9819,5808,30.3,0,1038,0,29.4,3,0,0,66802,0,33539,0,3,0,0,0,25883,292.2,5925,270.6,21,3,9,3,0,0,0,0,3,0,0,0,0,3,0,3,4788,127950,12,3,341293.8,3
0,0,1660,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1660,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1660,1,100,1763,313,17173,2088,0,0,0,96.1,3271,1936,10.1,0,346,0,9.8,1,0,0,22256,0,11174,0,1,0,0,0,8626,97.4,1975,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1596,42060,4,1,113139.6,3
24,4,1659,4,10.4166666666667,1701.41666666667,313,16813,2051,0,0,0,96.1,3231,1916,10.2,0,337,0,9.9,1,0,0,21804,0,11070,0,1,0,0,0,8597,97.4,1962,90.3,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1597,29730,4,1,99746.9,2
25,2.5,1635,4,11.2941176470588,1677.79411764706,1878,99978,12276,0,0,0,576.6,19344,11418,61.2,0,2022,0,59.4,6,0,0,129804,0,66198,0,6,0,0,0,51396,584.4,11760,541.8,42,6,18,6,0,0,0,0,6,0,0,0,0,6,0,6,9576,288960,24,6,706565.4,3
0,0,1610,0,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1610,0,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1610,0,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1610,0,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,1610,2,37.5,1659.5,313,16663,2046,0,0,0,96.1,3224,1903,10.2,0,337,0,9.9,1,0,0,21634,0,11033,0,1,0,0,0,8566,97.4,1960,90.3,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1596,53700,4,1,123300.9,1
22,1.57142857142857,1602,3,27.2727272727273,1655.84415584416,622,32837,4066,0,0,0,192,6402,3771,20.6,0,674,0,19.7,2,0,0,42712,0,21880,0,2,0,0,0,17005,194.8,3910,180.5,14,2,6,2,0,0,0,0,2,0,0,0,0,2,0,2,3161,162480,8,2,300171.6,2
4,4,1580,1,100,1689,309,16315,2025,0,0,0,96,3187,1875,10.3,0,337,0,9.8,1,0,0,21231,0,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1573,81990,4,1,150463.7,2
5,5,1576,2,32,1620,309,16315,2025,0,0,0,96,3187,1875,10.3,0,337,0,9.8,1,0,0,21231,0,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1573,81990,4,1,150463.7,2
2,2,1571,1,100,1676,309,16315,2025,0,0,0,96,3187,1875,10.3,0,337,0,9.8,1,0,0,21231,0,10887,0,1,0,0,0,8459,97.4,1950,90.2,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,1573,81990,4,1,150463.7,2
0,0,1569,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
